capture_id,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index
KRU_S1#1#1#43,KRU_S1,1,1,43,06/11/18,18:52:58,31930752,civet,1,1,1,0,0,1,0,0,0,,,,0.9,0.47
KRU_S1#1#1#44,KRU_S1,1,1,44,06/13/18,9:49:19,31930753,birdother,1,1,1,0,0,1,0,0,0,,,,1,0
KRU_S1#1#1#45,KRU_S1,1,1,45,06/13/18,10:31:36,31930754,zebraburchells,1,1,1,0,0,1,0,0,0,,,,1,0
KRU_S1#1#1#46,KRU_S1,1,1,46,06/13/18,10:32:38,31930756,zebraburchells,1,1,1,0,0,1,0,0,0,,,,1,0
KRU_S1#1#1#47,KRU_S1,1,1,47,06/13/18,15:19:05,31930757,kudu,1,1,1,0.1,0,0.9,0,0,0,1,1,,1,0.65
KRU_S1#1#1#48,KRU_S1,1,1,48,06/14/18,9:21:10,31930758,zebraburchells,1,1,1,0.1,0,1,0,0,0,,,,1,0
KRU_S1#1#1#49,KRU_S1,1,1,49,06/14/18,20:14:05,31930759,civet,1,1,1,0.11,0,0.89,0,0,0,,,,0.9,0.47
KRU_S1#1#1#50,KRU_S1,1,1,50,06/15/18,4:07:10,31930761,civet,1,1,1,0.11,0,0.89,0,0,0,,,,0.9,0.47
KRU_S1#1#1#51,KRU_S1,1,1,51,06/15/18,5:08:57,31930762,jackalsidestriped,2,2,2,0,0,1,0,0,0,,,,0.5,0.94
KRU_S1#1#1#52,KRU_S1,1,1,52,06/15/18,7:28:15,31930763,zebraburchells,1,1,1,0,0,1,0,0,0,,,,1,0
KRU_S1#1#1#53,KRU_S1,1,1,53,06/15/18,7:29:15,31930764,zebraburchells,1,1,1,0.1,0,0.9,0,0,0,,,,1,0
KRU_S1#1#1#54,KRU_S1,1,1,54,06/15/18,7:33:57,31930765,zebraburchells,1,1,1,0.5,0,0.8,0,0,0,,,,1,0.44
KRU_S1#1#1#55,KRU_S1,1,1,55,06/15/18,11:52:14,31930766,kudu,1,1,1,0.38,0,0.88,0,0,0,,,,0.8,0.58
KRU_S1#1#1#56,KRU_S1,1,1,56,06/15/18,11:53:19,31930767,kudu,1,1,1,0.5,0,0.5,0,0,0.38,,,,0.8,0.72
KRU_S1#1#1#57,KRU_S1,1,1,57,06/15/18,13:40:31,31930768,baboon,2,1,1,0,0,1,0,0,0,,,,0.9,0.47
KRU_S1#1#1#58,KRU_S1,1,1,58,06/15/18,13:45:35,31930769,baboon,1,1,1,0,0,1,0,0,0.11,,,,0.9,0.47
KRU_S1#1#1#59,KRU_S1,1,1,59,06/15/18,15:09:56,31930770,zebraburchells,3,2,2,0,0,1,0.2,0,0,,,,1,0
KRU_S1#1#1#60,KRU_S1,1,1,60,06/15/18,17:22:51,31930772,elephant,1,1,1,0.44,0,0.56,0,0,0,,,,1,0
KRU_S1#1#1#61,KRU_S1,1,1,61,06/16/18,15:35:29,31930773,elephant,1,1,1,0.2,0,0.9,0,0,0,,,,1,0
KRU_S1#1#1#62,KRU_S1,1,1,62,06/16/18,15:36:32,31930774,elephant,1,1,1,0.8,0,0.1,0.1,0.1,0,,,,1,0
KRU_S1#1#1#63,KRU_S1,1,1,63,06/16/18,15:37:32,31930775,elephant,1,1,1,0.9,0,0.1,0,0.1,0,,,,1,0
KRU_S1#1#1#64,KRU_S1,1,1,64,06/16/18,15:38:32,31930776,elephant,3,2,2,0.8,0,0.4,0,0.1,0,,,,1,0
KRU_S1#1#1#65,KRU_S1,1,1,65,06/16/18,15:39:32,31930777,elephant,3,2,1,0.7,0,0.4,0,0.1,0.1,,,,1,0
KRU_S1#1#1#66,KRU_S1,1,1,66,06/16/18,15:40:32,31930779,elephant,2,1,1,0.6,0,0.2,0.1,0.1,0,,,,1,0
KRU_S1#1#1#67,KRU_S1,1,1,67,06/16/18,15:41:53,31930780,elephant,2,1,1,0.2,0,0.8,0,0,0,,,,1,0
KRU_S1#1#1#68,KRU_S1,1,1,68,06/16/18,15:42:53,31930781,elephant,1,1,1,0.5,0,0.4,0,0.1,0,,,,1,0
KRU_S1#1#1#69,KRU_S1,1,1,69,06/16/18,15:43:57,31930782,elephant,2,2,1,0.3,0,0.7,0.1,0.1,0,,,,1,0
KRU_S1#1#1#70,KRU_S1,1,1,70,06/16/18,15:44:57,31930784,elephant,2,1,1,0.56,0,0.67,0.22,0,0,,,,0.9,0.47
KRU_S1#1#1#71,KRU_S1,1,1,71,06/16/18,16:01:26,31930785,elephant,2,2,1,0.4,0.1,0.5,0.1,0.1,0,,,,1,0
KRU_S1#1#1#72,KRU_S1,1,1,72,06/16/18,16:02:26,31930786,elephant,1,1,1,0.5,0,0.3,0.2,0.2,0,,,,1,0
KRU_S1#1#1#73,KRU_S1,1,1,73,06/16/18,16:03:26,31930787,elephant,1,1,1,0.17,0,0.83,0,0.17,0,,,,1,0
KRU_S1#1#1#74,KRU_S1,1,1,74,06/16/18,16:04:26,31930788,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#75,KRU_S1,1,1,75,06/16/18,16:05:48,31930789,blank,,,,,,,,,,,,,0.6,0
KRU_S1#1#1#76,KRU_S1,1,1,76,06/16/18,16:06:49,31930790,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#77,KRU_S1,1,1,77,06/16/18,16:07:58,31930791,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#78,KRU_S1,1,1,78,06/16/18,16:08:58,31930792,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#79,KRU_S1,1,1,79,06/16/18,16:10:29,31930793,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#80,KRU_S1,1,1,80,06/16/18,16:11:30,31930795,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#81,KRU_S1,1,1,81,06/16/18,16:12:31,31930796,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#82,KRU_S1,1,1,82,06/16/18,16:13:34,31930797,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#83,KRU_S1,1,1,83,06/16/18,16:14:42,31930798,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#84,KRU_S1,1,1,84,06/16/18,16:15:42,31930799,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#85,KRU_S1,1,1,85,06/16/18,16:16:44,31930800,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#86,KRU_S1,1,1,86,06/16/18,16:17:47,31930801,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#87,KRU_S1,1,1,87,06/16/18,16:18:53,31930802,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#88,KRU_S1,1,1,88,06/16/18,16:19:59,31930804,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#89,KRU_S1,1,1,89,06/16/18,16:20:59,31930805,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#90,KRU_S1,1,1,90,06/16/18,16:22:04,31930807,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#91,KRU_S1,1,1,91,06/16/18,16:23:04,31930808,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#92,KRU_S1,1,1,92,06/16/18,16:24:04,31930809,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#93,KRU_S1,1,1,93,06/16/18,16:25:35,31930810,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#94,KRU_S1,1,1,94,06/16/18,16:26:57,31930811,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#95,KRU_S1,1,1,95,06/16/18,16:28:33,31930812,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#96,KRU_S1,1,1,96,06/16/18,16:29:33,31930813,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#97,KRU_S1,1,1,97,06/16/18,16:30:39,31930814,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#98,KRU_S1,1,1,98,06/16/18,16:31:58,31930815,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#99,KRU_S1,1,1,99,06/16/18,16:33:16,31930816,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#100,KRU_S1,1,1,100,06/16/18,16:34:25,31930549,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#101,KRU_S1,1,1,101,06/16/18,16:35:25,31930551,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#102,KRU_S1,1,1,102,06/16/18,16:36:34,31930552,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#103,KRU_S1,1,1,103,06/16/18,16:37:39,31930553,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#104,KRU_S1,1,1,104,06/16/18,16:38:39,31930554,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#105,KRU_S1,1,1,105,06/16/18,16:39:41,31930555,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#106,KRU_S1,1,1,106,06/16/18,16:40:41,31930556,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#107,KRU_S1,1,1,107,06/16/18,16:41:42,31930557,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#108,KRU_S1,1,1,108,06/16/18,16:42:46,31930558,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#109,KRU_S1,1,1,109,06/16/18,16:43:46,31930559,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#110,KRU_S1,1,1,110,06/16/18,16:44:46,31930561,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#111,KRU_S1,1,1,111,06/16/18,16:45:49,31930562,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#112,KRU_S1,1,1,112,06/16/18,16:46:53,31930563,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#113,KRU_S1,1,1,113,06/16/18,16:48:09,31930564,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#114,KRU_S1,1,1,114,06/16/18,16:49:09,31930565,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#115,KRU_S1,1,1,115,06/16/18,16:50:36,31930566,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#116,KRU_S1,1,1,116,06/16/18,16:52:53,31930567,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#117,KRU_S1,1,1,117,06/16/18,16:54:23,31930568,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#118,KRU_S1,1,1,118,06/16/18,16:55:25,31930569,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#119,KRU_S1,1,1,119,06/16/18,16:56:42,31930570,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#120,KRU_S1,1,1,120,06/16/18,16:59:03,31930572,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#121,KRU_S1,1,1,121,06/16/18,17:00:30,31930573,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#122,KRU_S1,1,1,122,06/16/18,17:02:43,31930574,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#123,KRU_S1,1,1,123,06/16/18,17:03:56,31930575,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#124,KRU_S1,1,1,124,06/16/18,17:05:12,31930577,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#125,KRU_S1,1,1,125,06/16/18,17:06:39,31930578,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#126,KRU_S1,1,1,126,06/16/18,17:07:47,31930579,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#127,KRU_S1,1,1,127,06/16/18,17:09:40,31930580,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#128,KRU_S1,1,1,128,06/16/18,17:10:57,31930581,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#129,KRU_S1,1,1,129,06/16/18,17:12:57,31930582,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#130,KRU_S1,1,1,130,06/16/18,17:14:43,31930584,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#131,KRU_S1,1,1,131,06/16/18,17:25:57,31930585,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#132,KRU_S1,1,1,132,06/16/18,17:27:58,31930586,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#133,KRU_S1,1,1,133,06/16/18,17:34:35,31930587,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#134,KRU_S1,1,1,134,06/16/18,17:40:02,31930588,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#135,KRU_S1,1,1,135,06/16/18,17:41:06,31930589,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#136,KRU_S1,1,1,136,06/16/18,17:53:10,31930590,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#137,KRU_S1,1,1,137,06/16/18,18:05:22,31930591,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#138,KRU_S1,1,1,138,06/16/18,18:10:05,31930592,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#139,KRU_S1,1,1,139,06/16/18,18:22:00,31930593,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#140,KRU_S1,1,1,140,06/16/18,18:28:58,31930595,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#141,KRU_S1,1,1,141,06/16/18,18:31:19,31930596,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#142,KRU_S1,1,1,142,06/16/18,18:32:25,31930597,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#143,KRU_S1,1,1,143,06/16/18,18:33:47,31930598,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#144,KRU_S1,1,1,144,06/16/18,18:34:47,31930599,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#145,KRU_S1,1,1,145,06/16/18,18:35:50,31930600,blank,,,,,,,,,,,,,0.83,0
KRU_S1#1#1#146,KRU_S1,1,1,146,06/16/18,18:36:55,31930601,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#147,KRU_S1,1,1,147,06/16/18,18:38:18,31930602,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#148,KRU_S1,1,1,148,06/16/18,18:39:28,31930603,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#149,KRU_S1,1,1,149,06/16/18,18:40:29,31930605,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#150,KRU_S1,1,1,150,06/16/18,18:41:45,31930607,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#151,KRU_S1,1,1,151,06/16/18,18:43:16,31930608,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#152,KRU_S1,1,1,152,06/16/18,18:44:16,31930609,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#153,KRU_S1,1,1,153,06/16/18,18:45:26,31930610,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#154,KRU_S1,1,1,154,06/16/18,18:46:26,31930611,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#155,KRU_S1,1,1,155,06/16/18,18:47:39,31930612,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#156,KRU_S1,1,1,156,06/16/18,18:48:40,31930613,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#157,KRU_S1,1,1,157,06/16/18,18:49:46,31930614,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#158,KRU_S1,1,1,158,06/16/18,18:50:46,31930615,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#159,KRU_S1,1,1,159,06/16/18,18:51:46,31930616,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#160,KRU_S1,1,1,160,06/16/18,18:53:01,31930618,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#161,KRU_S1,1,1,161,06/16/18,18:54:03,31930619,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#162,KRU_S1,1,1,162,06/16/18,18:55:03,31930620,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#163,KRU_S1,1,1,163,06/16/18,18:56:04,31930621,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#164,KRU_S1,1,1,164,06/16/18,18:57:06,31930622,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#165,KRU_S1,1,1,165,06/16/18,18:58:08,31930623,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#166,KRU_S1,1,1,166,06/16/18,18:59:09,31930624,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#167,KRU_S1,1,1,167,06/16/18,19:00:15,31930625,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#168,KRU_S1,1,1,168,06/16/18,19:01:15,31930626,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#169,KRU_S1,1,1,169,06/16/18,19:02:19,31930627,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#170,KRU_S1,1,1,170,06/16/18,19:03:19,31930629,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#171,KRU_S1,1,1,171,06/16/18,19:04:26,31930630,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#172,KRU_S1,1,1,172,06/16/18,19:05:28,31930631,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#173,KRU_S1,1,1,173,06/16/18,19:06:28,31930632,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#174,KRU_S1,1,1,174,06/16/18,19:07:34,31930633,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#175,KRU_S1,1,1,175,06/16/18,19:08:35,31930635,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#176,KRU_S1,1,1,176,06/16/18,19:09:35,31930636,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#177,KRU_S1,1,1,177,06/16/18,19:10:36,31930637,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#178,KRU_S1,1,1,178,06/16/18,19:11:36,31930638,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#179,KRU_S1,1,1,179,06/16/18,19:12:36,31930639,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#180,KRU_S1,1,1,180,06/16/18,19:13:36,31930641,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#181,KRU_S1,1,1,181,06/16/18,19:14:36,31930642,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#182,KRU_S1,1,1,182,06/16/18,19:15:36,31930643,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#183,KRU_S1,1,1,183,06/16/18,19:16:36,31930644,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#184,KRU_S1,1,1,184,06/16/18,19:17:37,31930645,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#185,KRU_S1,1,1,185,06/16/18,19:18:37,31930646,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#186,KRU_S1,1,1,186,06/16/18,19:19:38,31930647,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#187,KRU_S1,1,1,187,06/16/18,19:20:38,31930648,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#188,KRU_S1,1,1,188,06/16/18,19:21:38,31930649,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#189,KRU_S1,1,1,189,06/16/18,19:22:42,31930650,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#190,KRU_S1,1,1,190,06/16/18,19:23:52,31930652,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#191,KRU_S1,1,1,191,06/16/18,19:24:52,31930653,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#192,KRU_S1,1,1,192,06/16/18,19:25:52,31930654,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#193,KRU_S1,1,1,193,06/16/18,19:26:56,31930655,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#194,KRU_S1,1,1,194,06/16/18,19:27:56,31930657,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#195,KRU_S1,1,1,195,06/16/18,19:29:02,31930658,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#196,KRU_S1,1,1,196,06/16/18,19:30:03,31930659,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#197,KRU_S1,1,1,197,06/16/18,19:31:03,31930660,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#198,KRU_S1,1,1,198,06/16/18,19:32:05,31930661,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#199,KRU_S1,1,1,199,06/16/18,19:33:05,31930662,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#200,KRU_S1,1,1,200,06/16/18,19:34:05,31930665,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#201,KRU_S1,1,1,201,06/16/18,19:35:05,31930666,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#202,KRU_S1,1,1,202,06/16/18,19:36:05,31930667,blank,,,,,,,,,,,,,0.9,0
KRU_S1#1#1#203,KRU_S1,1,1,203,06/16/18,19:37:05,31930668,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#204,KRU_S1,1,1,204,06/16/18,19:38:05,31930669,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#205,KRU_S1,1,1,205,06/16/18,19:39:05,31930670,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#206,KRU_S1,1,1,206,06/16/18,19:40:05,31930671,blank,,,,,,,,,,,,,1,0
KRU_S1#1#1#207,KRU_S1,1,1,207,06/16/18,19:41:05,31930672,blank,,,,,,,,,,,,,0.89,0
KRU_S1#1#1#208,KRU_S1,1,1,208,06/16/18,19:42:05,31930673,blank,,,,,,,,,,,,,1,0
