capture_id,image_rank_in_capture,image_path_rel
KRU_S1#1#1#16,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0032.JPG
KRU_S1#1#1#17,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0033.JPG
KRU_S1#1#1#18,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0034.JPG
KRU_S1#1#1#19,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0035.JPG
KRU_S1#1#1#20,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0036.JPG
KRU_S1#1#1#21,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0037.JPG
KRU_S1#1#1#22,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0038.JPG
KRU_S1#1#1#23,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0039.JPG
KRU_S1#1#1#24,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0040.JPG
KRU_S1#1#1#25,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0041.JPG
KRU_S1#1#1#26,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0042.JPG
KRU_S1#1#1#26,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0043.JPG
KRU_S1#1#1#26,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0044.JPG
KRU_S1#1#1#27,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0045.JPG
KRU_S1#1#1#27,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0046.JPG
KRU_S1#1#1#27,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0047.JPG
KRU_S1#1#1#28,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0048.JPG
KRU_S1#1#1#29,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0049.JPG
KRU_S1#1#1#29,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0050.JPG
KRU_S1#1#1#29,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0051.JPG
KRU_S1#1#1#30,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0052.JPG
KRU_S1#1#1#30,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0053.JPG
KRU_S1#1#1#30,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0054.JPG
KRU_S1#1#1#31,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0055.JPG
KRU_S1#1#1#31,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0056.JPG
KRU_S1#1#1#31,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0057.JPG
KRU_S1#1#1#32,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0058.JPG
KRU_S1#1#1#33,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0059.JPG
KRU_S1#1#1#33,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0060.JPG
KRU_S1#1#1#33,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0061.JPG
KRU_S1#1#1#34,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0062.JPG
KRU_S1#1#1#34,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0063.JPG
KRU_S1#1#1#34,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0064.JPG
KRU_S1#1#1#35,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0065.JPG
KRU_S1#1#1#35,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0066.JPG
KRU_S1#1#1#35,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0067.JPG
KRU_S1#1#1#36,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0068.JPG
KRU_S1#1#1#37,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0069.JPG
KRU_S1#1#1#38,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0070.JPG
KRU_S1#1#1#38,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0071.JPG
KRU_S1#1#1#38,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0072.JPG
KRU_S1#1#1#39,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0073.JPG
KRU_S1#1#1#39,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0074.JPG
KRU_S1#1#1#39,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0075.JPG
KRU_S1#1#1#40,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0076.JPG
KRU_S1#1#1#40,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0077.JPG
KRU_S1#1#1#40,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0078.JPG
KRU_S1#1#1#41,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0079.JPG
KRU_S1#1#1#41,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0080.JPG
KRU_S1#1#1#41,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0081.JPG
KRU_S1#1#1#42,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0082.JPG
KRU_S1#1#1#42,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0083.JPG
KRU_S1#1#1#42,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0084.JPG
KRU_S1#1#1#43,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0085.JPG
KRU_S1#1#1#44,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0086.JPG
KRU_S1#1#1#44,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0087.JPG
KRU_S1#1#1#44,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0088.JPG
KRU_S1#1#1#45,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0089.JPG
KRU_S1#1#1#45,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0090.JPG
KRU_S1#1#1#45,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0091.JPG
KRU_S1#1#1#46,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0092.JPG
KRU_S1#1#1#46,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0093.JPG
KRU_S1#1#1#46,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0094.JPG
KRU_S1#1#1#47,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0095.JPG
KRU_S1#1#1#47,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0096.JPG
KRU_S1#1#1#47,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0097.JPG
KRU_S1#1#1#48,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0098.JPG
KRU_S1#1#1#48,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0099.JPG
KRU_S1#1#1#48,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0100.JPG
KRU_S1#1#1#49,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0101.JPG
KRU_S1#1#1#50,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0102.JPG
KRU_S1#1#1#51,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0103.JPG
KRU_S1#1#1#52,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0104.JPG
KRU_S1#1#1#52,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0105.JPG
KRU_S1#1#1#52,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0106.JPG
KRU_S1#1#1#53,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0107.JPG
KRU_S1#1#1#53,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0108.JPG
KRU_S1#1#1#53,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0109.JPG
KRU_S1#1#1#54,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0110.JPG
KRU_S1#1#1#54,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0111.JPG
KRU_S1#1#1#54,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0112.JPG
KRU_S1#1#1#55,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0113.JPG
KRU_S1#1#1#55,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0114.JPG
KRU_S1#1#1#55,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0115.JPG
KRU_S1#1#1#56,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0116.JPG
KRU_S1#1#1#56,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0117.JPG
KRU_S1#1#1#56,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0118.JPG
KRU_S1#1#1#57,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0119.JPG
KRU_S1#1#1#57,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0120.JPG
KRU_S1#1#1#57,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0121.JPG
KRU_S1#1#1#58,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0122.JPG
KRU_S1#1#1#58,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0123.JPG
KRU_S1#1#1#58,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0124.JPG
KRU_S1#1#1#59,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0125.JPG
KRU_S1#1#1#59,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0126.JPG
KRU_S1#1#1#59,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0127.JPG
KRU_S1#1#1#60,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0128.JPG
KRU_S1#1#1#61,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0129.JPG
KRU_S1#1#1#61,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0130.JPG
KRU_S1#1#1#61,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0131.JPG
KRU_S1#1#1#62,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0132.JPG
KRU_S1#1#1#62,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0133.JPG
KRU_S1#1#1#62,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0134.JPG
KRU_S1#1#1#63,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0135.JPG
KRU_S1#1#1#63,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0136.JPG
KRU_S1#1#1#63,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0137.JPG
KRU_S1#1#1#64,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0138.JPG
KRU_S1#1#1#64,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0139.JPG
KRU_S1#1#1#64,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0140.JPG
KRU_S1#1#1#65,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0141.JPG
KRU_S1#1#1#65,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0142.JPG
KRU_S1#1#1#65,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0143.JPG
KRU_S1#1#1#66,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0144.JPG
KRU_S1#1#1#66,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0145.JPG
KRU_S1#1#1#66,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0146.JPG
KRU_S1#1#1#67,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0147.JPG
KRU_S1#1#1#67,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0148.JPG
KRU_S1#1#1#67,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0149.JPG
KRU_S1#1#1#68,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0150.JPG
KRU_S1#1#1#68,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0151.JPG
KRU_S1#1#1#68,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0152.JPG
KRU_S1#1#1#69,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0153.JPG
KRU_S1#1#1#69,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0154.JPG
KRU_S1#1#1#69,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0155.JPG
KRU_S1#1#1#70,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0156.JPG
KRU_S1#1#1#70,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0157.JPG
KRU_S1#1#1#70,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0158.JPG
KRU_S1#1#1#71,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0159.JPG
KRU_S1#1#1#71,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0160.JPG
KRU_S1#1#1#71,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0161.JPG
KRU_S1#1#1#72,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0162.JPG
KRU_S1#1#1#72,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0163.JPG
KRU_S1#1#1#72,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0164.JPG
KRU_S1#1#1#73,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0165.JPG
KRU_S1#1#1#73,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0166.JPG
KRU_S1#1#1#73,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0167.JPG
KRU_S1#1#1#74,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0168.JPG
KRU_S1#1#1#74,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0169.JPG
KRU_S1#1#1#74,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0170.JPG
KRU_S1#1#1#75,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0171.JPG
KRU_S1#1#1#75,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0172.JPG
KRU_S1#1#1#75,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0173.JPG
KRU_S1#1#1#76,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0174.JPG
KRU_S1#1#1#76,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0175.JPG
KRU_S1#1#1#76,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0176.JPG
KRU_S1#1#1#77,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0177.JPG
KRU_S1#1#1#77,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0178.JPG
KRU_S1#1#1#77,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0179.JPG
KRU_S1#1#1#78,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0180.JPG
KRU_S1#1#1#78,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0181.JPG
KRU_S1#1#1#78,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0182.JPG
KRU_S1#1#1#79,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0183.JPG
KRU_S1#1#1#79,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0184.JPG
KRU_S1#1#1#79,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0185.JPG
KRU_S1#1#1#80,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0186.JPG
KRU_S1#1#1#80,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0187.JPG
KRU_S1#1#1#80,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0188.JPG
KRU_S1#1#1#81,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0189.JPG
KRU_S1#1#1#81,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0190.JPG
KRU_S1#1#1#81,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0191.JPG
KRU_S1#1#1#82,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0192.JPG
KRU_S1#1#1#82,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0193.JPG
KRU_S1#1#1#82,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0194.JPG
KRU_S1#1#1#83,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0195.JPG
KRU_S1#1#1#83,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0196.JPG
KRU_S1#1#1#83,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0197.JPG
KRU_S1#1#1#84,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0198.JPG
KRU_S1#1#1#84,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0199.JPG
KRU_S1#1#1#84,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0200.JPG
KRU_S1#1#1#85,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0201.JPG
KRU_S1#1#1#85,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0202.JPG
KRU_S1#1#1#85,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0203.JPG
KRU_S1#1#1#86,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0204.JPG
KRU_S1#1#1#86,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0205.JPG
KRU_S1#1#1#86,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0206.JPG
KRU_S1#1#1#87,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0207.JPG
KRU_S1#1#1#87,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0208.JPG
KRU_S1#1#1#87,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0209.JPG
KRU_S1#1#1#88,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0210.JPG
KRU_S1#1#1#88,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0211.JPG
KRU_S1#1#1#88,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0212.JPG
KRU_S1#1#1#89,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0213.JPG
KRU_S1#1#1#89,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0214.JPG
KRU_S1#1#1#89,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0215.JPG
KRU_S1#1#1#90,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0216.JPG
KRU_S1#1#1#90,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0217.JPG
KRU_S1#1#1#90,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0218.JPG
KRU_S1#1#1#91,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0219.JPG
KRU_S1#1#1#91,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0220.JPG
KRU_S1#1#1#91,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0221.JPG
KRU_S1#1#1#92,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0222.JPG
KRU_S1#1#1#92,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0223.JPG
KRU_S1#1#1#92,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0224.JPG
KRU_S1#1#1#93,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0225.JPG
KRU_S1#1#1#93,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0226.JPG
KRU_S1#1#1#93,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0227.JPG
KRU_S1#1#1#94,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0228.JPG
KRU_S1#1#1#94,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0229.JPG
KRU_S1#1#1#94,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0230.JPG
KRU_S1#1#1#95,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0231.JPG
KRU_S1#1#1#95,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0232.JPG
KRU_S1#1#1#95,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0233.JPG
KRU_S1#1#1#96,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0234.JPG
KRU_S1#1#1#96,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0235.JPG
KRU_S1#1#1#96,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0236.JPG
KRU_S1#1#1#97,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0237.JPG
KRU_S1#1#1#97,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0238.JPG
KRU_S1#1#1#97,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0239.JPG
KRU_S1#1#1#98,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0240.JPG
KRU_S1#1#1#98,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0241.JPG
KRU_S1#1#1#98,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0242.JPG
KRU_S1#1#1#99,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0243.JPG
KRU_S1#1#1#99,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0244.JPG
KRU_S1#1#1#99,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0245.JPG
KRU_S1#1#1#100,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0246.JPG
KRU_S1#1#1#100,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0247.JPG
KRU_S1#1#1#100,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0248.JPG
KRU_S1#1#1#101,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0249.JPG
KRU_S1#1#1#101,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0250.JPG
KRU_S1#1#1#101,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0251.JPG
KRU_S1#1#1#102,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0252.JPG
KRU_S1#1#1#102,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0253.JPG
KRU_S1#1#1#102,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0254.JPG
KRU_S1#1#1#103,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0255.JPG
KRU_S1#1#1#103,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0256.JPG
KRU_S1#1#1#103,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0257.JPG
KRU_S1#1#1#104,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0258.JPG
KRU_S1#1#1#104,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0259.JPG
KRU_S1#1#1#104,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0260.JPG
KRU_S1#1#1#105,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0261.JPG
KRU_S1#1#1#105,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0262.JPG
KRU_S1#1#1#105,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0263.JPG
KRU_S1#1#1#106,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0264.JPG
KRU_S1#1#1#106,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0265.JPG
KRU_S1#1#1#106,3,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0266.JPG
KRU_S1#1#1#107,1,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0267.JPG
KRU_S1#1#1#107,2,KRU_S1/1/1_R1/KRU_S1_1_R1_IMAG0268.JPG
